"TimeGenerated","Computer","EventID","Account","LogonType","IpAddress","IpPort","TargetUserName","TargetDomainName","Status","SubStatus","FailureReason","ProcessName","ShareName","RelativeTargetName","AccessMask"
"2025-11-02T21:10:18.5323929Z","vm-app-1","4776","",,"","","azureadmin","","0x0","","","","","",""
"2025-11-02T21:10:18.4281877Z","vm-app-1","4624","vm-app-1\azureadmin","3","10.0.1.4","51280","azureadmin","vm-app-1","","","","-","","",""
"2025-11-02T21:10:18.4281326Z","vm-app-1","4672","vm-app-1\azureadmin",,"","","","","","","","","","",""
"2025-11-02T21:10:18.4280383Z","vm-app-1","4776","",,"","","azureadmin","","0x0","","","","","",""
"2025-11-02T21:10:17.0416107Z","vm-app-1","4624","vm-app-1\azureadmin","3","10.0.1.4","51279","azureadmin","vm-app-1","","","","-","","",""
"2025-11-02T21:10:17.0415702Z","vm-app-1","4672","vm-app-1\azureadmin",,"","","","","","","","","","",""
"2025-11-02T21:10:17.0414992Z","vm-app-1","4776","",,"","","azureadmin","","0x0","","","","","",""
"2025-11-02T21:10:16.9381973Z","vm-app-1","4624","vm-app-1\azureadmin","3","10.0.1.4","51278","azureadmin","vm-app-1","","","","-","","",""
"2025-11-02T21:10:16.9381379Z","vm-app-1","4672","vm-app-1\azureadmin",,"","","","","","","","","","",""
"2025-11-02T21:10:16.9380493Z","vm-app-1","4776","",,"","","azureadmin","","0x0","","","","","",""
"2025-11-02T21:10:16.863636Z","vm-app-1","4624","vm-app-1\azureadmin","3","10.0.1.4","51277","azureadmin","vm-app-1","","","","-","","",""
"2025-11-02T21:10:16.8635964Z","vm-app-1","4672","vm-app-1\azureadmin",,"","","","","","","","","","",""
"2025-11-02T21:10:16.8635329Z","vm-app-1","4776","",,"","","azureadmin","","0x0","","","","","",""
"2025-11-02T21:10:16.7487995Z","vm-app-1","4624","vm-app-1\azureadmin","3","10.0.1.4","51276","azureadmin","vm-app-1","","","","-","","",""
"2025-11-02T21:10:16.7487432Z","vm-app-1","4672","vm-app-1\azureadmin",,"","","","","","","","","","",""
"2025-11-02T21:10:16.7486513Z","vm-app-1","4776","",,"","","azureadmin","","0x0","","","","","",""
"2025-11-02T21:10:15.3974598Z","vm-app-1","4624","vm-app-1\azureadmin","3","10.0.1.4","51275","azureadmin","vm-app-1","","","","-","","",""
"2025-11-02T21:10:15.3974197Z","vm-app-1","4672","vm-app-1\azureadmin",,"","","","","","","","","","",""
"2025-11-02T21:10:15.3973489Z","vm-app-1","4776","",,"","","azureadmin","","0x0","","","","","",""
"2025-11-02T21:10:15.326162Z","vm-app-1","4624","vm-app-1\azureadmin","3","10.0.1.4","51274","azureadmin","vm-app-1","","","","-","","",""
"2025-11-02T21:10:15.3260995Z","vm-app-1","4672","vm-app-1\azureadmin",,"","","","","","","","","","",""
"2025-11-02T21:10:15.3260025Z","vm-app-1","4776","",,"","","azureadmin","","0x0","","","","","",""
"2025-11-02T21:10:15.2482022Z","vm-app-1","4624","vm-app-1\azureadmin","3","10.0.1.4","51273","azureadmin","vm-app-1","","","","-","","",""
"2025-11-02T21:10:15.2481627Z","vm-app-1","4672","vm-app-1\azureadmin",,"","","","","","","","","","",""
"2025-11-02T21:10:15.2480952Z","vm-app-1","4776","",,"","","azureadmin","","0x0","","","","","",""
"2025-11-02T21:10:15.1449558Z","vm-app-1","4624","vm-app-1\azureadmin","3","10.0.1.4","51272","azureadmin","vm-app-1","","","","-","","",""
"2025-11-02T21:10:15.1449012Z","vm-app-1","4672","vm-app-1\azureadmin",,"","","","","","","","","","",""
"2025-11-02T21:10:15.1448111Z","vm-app-1","4776","",,"","","azureadmin","","0x0","","","","","",""
"2025-11-02T21:10:13.7624612Z","vm-app-1","4624","vm-app-1\azureadmin","3","10.0.1.4","51270","azureadmin","vm-app-1","","","","-","","",""
"2025-11-02T21:10:13.7624207Z","vm-app-1","4672","vm-app-1\azureadmin",,"","","","","","","","","","",""
"2025-11-02T21:10:13.7623522Z","vm-app-1","4776","",,"","","azureadmin","","0x0","","","","","",""
"2025-11-02T21:10:13.6918395Z","vm-app-1","4624","vm-app-1\azureadmin","3","10.0.1.4","51269","azureadmin","vm-app-1","","","","-","","",""
"2025-11-02T21:10:13.6917815Z","vm-app-1","4672","vm-app-1\azureadmin",,"","","","","","","","","","",""
"2025-11-02T21:10:13.6916949Z","vm-app-1","4776","",,"","","azureadmin","","0x0","","","","","",""
"2025-11-02T21:10:13.6164606Z","vm-app-1","4624","vm-app-1\azureadmin","3","10.0.1.4","51268","azureadmin","vm-app-1","","","","-","","",""
"2025-11-02T21:10:13.6164175Z","vm-app-1","4672","vm-app-1\azureadmin",,"","","","","","","","","","",""
"2025-11-02T21:10:13.6163478Z","vm-app-1","4776","",,"","","azureadmin","","0x0","","","","","",""
"2025-11-02T21:10:13.5038613Z","vm-app-1","4624","vm-app-1\azureadmin","3","10.0.1.4","51267","azureadmin","vm-app-1","","","","-","","",""
"2025-11-02T21:10:13.5038042Z","vm-app-1","4672","vm-app-1\azureadmin",,"","","","","","","","","","",""
"2025-11-02T21:10:13.5037086Z","vm-app-1","4776","",,"","","azureadmin","","0x0","","","","","",""
"2025-11-02T21:10:12.0987686Z","vm-app-1","4624","vm-app-1\azureadmin","3","10.0.1.4","51266","azureadmin","vm-app-1","","","","-","","",""
"2025-11-02T21:10:12.0987214Z","vm-app-1","4672","vm-app-1\azureadmin",,"","","","","","","","","","",""
"2025-11-02T21:10:12.0986466Z","vm-app-1","4776","",,"","","azureadmin","","0x0","","","","","",""
"2025-11-02T21:10:12.0221295Z","vm-app-1","4624","vm-app-1\azureadmin","3","10.0.1.4","51265","azureadmin","vm-app-1","","","","-","","",""
"2025-11-02T21:10:12.0220679Z","vm-app-1","4672","vm-app-1\azureadmin",,"","","","","","","","","","",""
"2025-11-02T21:10:12.021966Z","vm-app-1","4776","",,"","","azureadmin","","0x0","","","","","",""
"2025-11-02T21:10:11.9468834Z","vm-app-1","4624","vm-app-1\azureadmin","3","10.0.1.4","51264","azureadmin","vm-app-1","","","","-","","",""
"2025-11-02T21:10:11.9468442Z","vm-app-1","4672","vm-app-1\azureadmin",,"","","","","","","","","","",""
