"TimeGenerated","Computer","EventID","Account","TargetUserName","IpAddress","ShareName","RelativeTargetName","ProcessName"
"2025-11-04T02:16:28.228797Z","vm-web-1","4648","WORKGROUP\vm-web-1$","azureadmin","89.100.159.179","","","C:\Windows\System32\svchost.exe"
"2025-11-04T02:16:27.5762027Z","vm-web-1","4648","WORKGROUP\vm-web-1$","DWM-2","-","","","C:\Windows\System32\winlogon.exe"
"2025-11-04T02:16:27.5227716Z","vm-web-1","4648","WORKGROUP\vm-web-1$","UMFD-2","-","","","C:\Windows\System32\winlogon.exe"
