"TimeGenerated","Computer","EventID","Account","TargetUserName","IpAddress","ShareName","RelativeTargetName","ProcessName"
"2025-11-03T15:37:07.4792616Z","vm-web-1","4648","WORKGROUP\vm-web-1$","azureadmin","89.100.159.179","","","C:\Windows\System32\svchost.exe"
"2025-11-03T15:37:06.8676581Z","vm-web-1","4648","WORKGROUP\vm-web-1$","DWM-2","-","","","C:\Windows\System32\winlogon.exe"
"2025-11-03T15:37:06.8161707Z","vm-web-1","4648","WORKGROUP\vm-web-1$","UMFD-2","-","","","C:\Windows\System32\winlogon.exe"
